time_bucket,src_ip,dst_ip,src_port,dst_port,proto,start_time,end_time,duration,packet_count,byte_count,pps,bps,label,
6,211.234.198.208,10.74.29.196,64038,80,6,2025-12-03T21:55:17.193355+09:00,2025-12-03T21:55:17.438243+09:00,0.244887829,9,1000000,36.75152025,2817.616552,1,
6,10.74.29.196,211.234.198.208,80,64098,6,2025-12-03T21:55:17.193988+09:00,2025-12-03T21:55:17.405933+09:00,0.211944819,9,1000000,42.46388312,27856.30733,1,
6,10.74.29.196,211.234.198.208,80,64112,6,2025-12-03T21:55:17.194123+09:00,2025-12-03T21:55:17.406107+09:00,0.211983919,9,1000000,42.45605061,27851.1692,1,
6,10.74.29.196,211.234.198.208,80,64076,6,2025-12-03T21:55:17.194143+09:00,2025-12-03T21:55:17.406388+09:00,0.212244988,9,1000000,42.40382827,27816.91134,1,
6,10.74.29.196,211.234.198.208,80,64038,6,2025-12-03T21:55:17.198243+09:00,2025-12-03T21:55:17.405932+09:00,0.207689047,9,1000000,43.33401369,28427.11298,1,
6,211.234.198.208,10.74.29.196,64054,80,6,2025-12-03T21:55:17.203745+09:00,2025-12-03T21:55:17.203745+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64056,80,6,2025-12-03T21:55:17.208793+09:00,2025-12-03T21:55:17.503876+09:00,0.295083046,9,1000000,30.4998885,2253.602872,1,
6,10.74.29.196,211.234.198.208,80,64056,6,2025-12-03T21:55:17.222573+09:00,2025-12-03T21:55:17.474657+09:00,0.252084017,11,1000000,43.63624533,35761.88651,1,
6,211.234.198.208,10.74.29.196,64080,80,6,2025-12-03T21:55:17.223508+09:00,2025-12-03T21:55:17.553259+09:00,0.329751015,10,1000000,30.32591123,2177.400426,1,
6,211.234.198.208,10.74.29.196,64068,80,6,2025-12-03T21:55:17.223864+09:00,2025-12-03T21:55:17.223864+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64078,80,6,2025-12-03T21:55:17.224072+09:00,2025-12-03T21:55:17.224072+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,10.74.29.196,211.234.198.208,80,64080,6,2025-12-03T21:55:17.244801+09:00,2025-12-03T21:55:17.527357+09:00,0.282556057,10,1000000,35.39120735,21086.08134,1,
6,211.234.198.208,10.74.29.196,64124,80,6,2025-12-03T21:55:17.273807+09:00,2025-12-03T21:55:17.548645+09:00,0.274837971,9,1000000,32.74656692,2415.968937,1,
6,10.74.29.196,211.234.198.208,80,64124,6,2025-12-03T21:55:17.280848+09:00,2025-12-03T21:55:17.527376+09:00,0.24652791,9,1000000,36.50702264,23948.60685,1,
6,211.234.198.208,10.74.29.196,64046,80,6,2025-12-03T21:55:17.303489+09:00,2025-12-03T21:55:17.578228+09:00,0.274739027,10,1000000,36.39817797,2708.024441,1,
6,211.234.198.208,10.74.29.196,64048,80,6,2025-12-03T21:55:17.303879+09:00,2025-12-03T21:55:17.583668+09:00,0.279788971,9,1000000,32.16710069,2376.791329,1,
6,10.74.29.196,211.234.198.208,80,64046,6,2025-12-03T21:55:17.306392+09:00,2025-12-03T21:55:17.551579+09:00,0.245187044,9,1000000,36.70667034,24079.57574,1,
6,10.74.29.196,211.234.198.208,80,64048,6,2025-12-03T21:55:17.307401+09:00,2025-12-03T21:55:17.551579+09:00,0.244178057,11,1000000,45.04909306,36723.20159,1,
6,211.234.198.208,10.74.29.196,64060,80,6,2025-12-03T21:55:17.313594+09:00,2025-12-03T21:55:17.643392+09:00,0.329797983,10,1000000,30.32159234,2255.92647,1,
6,211.234.198.208,10.74.29.196,64082,80,6,2025-12-03T21:55:17.323633+09:00,2025-12-03T21:55:17.323633+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64041,80,6,2025-12-03T21:55:17.328483+09:00,2025-12-03T21:55:17.328483+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64035,80,6,2025-12-03T21:55:17.328674+09:00,2025-12-03T21:55:17.328674+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64037,80,6,2025-12-03T21:55:17.328866+09:00,2025-12-03T21:55:17.328866+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64043,80,6,2025-12-03T21:55:17.329089+09:00,2025-12-03T21:55:17.329089+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64033,80,6,2025-12-03T21:55:17.329345+09:00,2025-12-03T21:55:17.329345+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64045,80,6,2025-12-03T21:55:17.329565+09:00,2025-12-03T21:55:17.329565+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64039,80,6,2025-12-03T21:55:17.329795+09:00,2025-12-03T21:55:18.363691+09:00,1.033896208,3,1000000,2.90164523,195.3774455,1,
6,10.74.29.196,211.234.198.208,80,64060,6,2025-12-03T21:55:17.338130+09:00,2025-12-03T21:55:17.608423+09:00,0.270292997,9,1000000,33.29720003,21842.96322,1,
6,211.234.198.208,10.74.29.196,64047,80,6,2025-12-03T21:55:17.358606+09:00,2025-12-03T21:55:17.643398+09:00,0.284791946,9,1000000,31.60201724,2335.03794,1,
6,10.74.29.196,211.234.198.208,80,64047,6,2025-12-03T21:55:17.376887+09:00,2025-12-03T21:55:17.608422+09:00,0.231534958,11,1000000,47.50902456,38430.48186,1,
6,211.234.198.208,10.74.29.196,64049,80,6,2025-12-03T21:55:17.383666+09:00,2025-12-03T21:55:17.698577+09:00,0.314910889,9,1000000,28.57951352,2108.532997,1,
6,211.234.198.208,10.74.29.196,64051,80,6,2025-12-03T21:55:17.388766+09:00,2025-12-03T21:55:17.388766+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64053,80,6,2025-12-03T21:55:17.403496+09:00,2025-12-03T21:55:17.698282+09:00,0.294785976,9,1000000,30.53062466,2252.481641,1,
6,211.234.198.208,10.74.29.196,64055,80,6,2025-12-03T21:55:17.403682+09:00,2025-12-03T21:55:17.693463+09:00,0.289781094,10,1000000,34.50880758,2567.455284,1,
6,10.74.29.196,211.234.198.208,80,64049,6,2025-12-03T21:55:17.405931+09:00,2025-12-03T21:55:17.666536+09:00,0.260605097,9,1000000,34.53501144,22654.9675,1,
6,10.74.29.196,211.234.198.208,80,64053,6,2025-12-03T21:55:17.430306+09:00,2025-12-03T21:55:17.712727+09:00,0.282421112,9,1000000,31.867306,20904.95274,1,
6,10.74.29.196,211.234.198.208,80,64055,6,2025-12-03T21:55:17.430347+09:00,2025-12-03T21:55:17.666536+09:00,0.236189127,9,1000000,38.10505638,24996.91699,1,
6,211.234.198.208,10.74.29.196,64057,80,6,2025-12-03T21:55:17.438670+09:00,2025-12-03T21:55:17.438670+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64059,80,6,2025-12-03T21:55:17.478417+09:00,2025-12-03T21:55:17.688182+09:00,0.209765196,10,1000000,47.67235079,3422.874787,1,
6,211.234.198.208,10.74.29.196,64061,80,6,2025-12-03T21:55:17.483392+09:00,2025-12-03T21:55:17.698558+09:00,0.215166092,8,1000000,37.18057956,2839.666764,1,
6,10.74.29.196,211.234.198.208,80,64059,6,2025-12-03T21:55:17.501265+09:00,2025-12-03T21:55:17.666536+09:00,0.165271044,10,1000000,60.50666694,36049.87216,1,
6,211.234.198.208,10.74.29.196,64063,80,6,2025-12-03T21:55:17.508421+09:00,2025-12-03T21:55:17.508421+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,10.74.29.196,211.234.198.208,80,64061,6,2025-12-03T21:55:17.508598+09:00,2025-12-03T21:55:19.051504+09:00,1.542905807,13,1000000,8.425660165,5884.999561,1,
6,211.234.198.208,10.74.29.196,64065,80,6,2025-12-03T21:55:17.533476+09:00,2025-12-03T21:55:17.783275+09:00,0.249798775,10,1000000,40.03222198,2978.397315,1,
6,211.234.198.208,10.74.29.196,64067,80,6,2025-12-03T21:55:17.533728+09:00,2025-12-03T21:55:17.783837+09:00,0.250109196,9,1000000,35.98428268,2658.838665,1,
6,10.74.29.196,211.234.198.208,80,64065,6,2025-12-03T21:55:17.540504+09:00,2025-12-03T21:55:17.757434+09:00,0.216929913,9,1000000,41.48805434,27216.16365,1,
6,10.74.29.196,211.234.198.208,80,64067,6,2025-12-03T21:55:17.541449+09:00,2025-12-03T21:55:17.757435+09:00,0.215986013,11,1000000,50.92922373,41229.52158,1,
6,211.234.198.208,10.74.29.196,64069,80,6,2025-12-03T21:55:17.563555+09:00,2025-12-03T21:55:17.833211+09:00,0.269655943,10,1000000,37.08429301,2759.0714,1,
6,211.234.198.208,10.74.29.196,64071,80,6,2025-12-03T21:55:17.568407+09:00,2025-12-03T21:55:17.833264+09:00,0.264857054,9,1000000,33.98059396,2510.788331,1,
6,10.74.29.196,211.234.198.208,80,64069,6,2025-12-03T21:55:17.580070+09:00,2025-12-03T21:55:17.797060+09:00,0.216989994,9,1000000,41.47656688,27208.62787,1,
6,211.234.198.208,10.74.29.196,64073,80,6,2025-12-03T21:55:17.584244+09:00,2025-12-03T21:55:17.898723+09:00,0.314478874,9,1000000,28.61877454,2114.609452,1,
6,10.74.29.196,211.234.198.208,80,64071,6,2025-12-03T21:55:17.592352+09:00,2025-12-03T21:55:17.798269+09:00,0.20591712,11,1000000,53.41955055,43638.91648,1,
6,10.74.29.196,211.234.198.208,80,64073,6,2025-12-03T21:55:17.608385+09:00,2025-12-03T21:55:17.875352+09:00,0.26696682,11,1000000,41.20362227,33652.12204,1,
6,211.234.198.208,10.74.29.196,64075,80,6,2025-12-03T21:55:17.638620+09:00,2025-12-03T21:55:17.908433+09:00,0.269813061,10,1000000,37.06269805,2664.80799,1,
6,211.234.198.208,10.74.29.196,64079,80,6,2025-12-03T21:55:17.643800+09:00,2025-12-03T21:55:17.948488+09:00,0.304687977,9,1000000,29.53841531,2179.278641,1,
6,211.234.198.208,10.74.29.196,64077,80,6,2025-12-03T21:55:17.644044+09:00,2025-12-03T21:55:17.644044+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,10.74.29.196,211.234.198.208,80,64075,6,2025-12-03T21:55:17.646537+09:00,2025-12-03T21:55:17.881641+09:00,0.235103846,11,1000000,46.78783527,38081.04447,1,
6,211.234.198.208,10.74.29.196,64081,80,6,2025-12-03T21:55:17.648688+09:00,2025-12-03T21:55:18.623877+09:00,0.975188971,2,1000000,2.050884557,151.7654572,1,
6,10.74.29.196,211.234.198.208,80,64079,6,2025-12-03T21:55:17.666534+09:00,2025-12-03T21:55:17.919723+09:00,0.253189087,10,1000000,39.49617309,23531.81992,1,
6,211.234.198.208,10.74.29.196,64085,80,6,2025-12-03T21:55:17.698520+09:00,2025-12-03T21:55:18.003250+09:00,0.304729939,10,1000000,32.81594204,2356.184638,1,
6,211.234.198.208,10.74.29.196,64083,80,6,2025-12-03T21:55:17.698926+09:00,2025-12-03T21:55:18.003608+09:00,0.304682016,10,1000000,32.82110352,2359.837343,1,
6,10.74.29.196,211.234.198.208,80,64085,6,2025-12-03T21:55:17.709849+09:00,2025-12-03T21:55:17.975638+09:00,0.265788794,10,1000000,37.62385865,22416.29498,1,
6,10.74.29.196,211.234.198.208,80,64083,6,2025-12-03T21:55:17.712726+09:00,2025-12-03T21:55:17.975638+09:00,0.262911797,12,1000000,45.64268381,34300.47688,1,
6,211.234.198.208,10.74.29.196,64087,80,6,2025-12-03T21:55:17.728655+09:00,2025-12-03T21:55:18.043706+09:00,0.31505084,9,1000000,28.56681794,2190.122709,1,
6,10.74.29.196,211.234.198.208,80,64087,6,2025-12-03T21:55:17.737851+09:00,2025-12-03T21:55:18.007388+09:00,0.269537211,10,1000000,37.10062883,22104.55465,1,
6,211.234.198.208,10.74.29.196,64089,80,6,2025-12-03T21:55:17.738769+09:00,2025-12-03T21:55:17.738769+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64091,80,6,2025-12-03T21:55:17.778643+09:00,2025-12-03T21:55:18.043681+09:00,0.265038014,10,1000000,37.73043674,2709.045358,1,
6,211.234.198.208,10.74.29.196,64093,80,6,2025-12-03T21:55:17.783632+09:00,2025-12-03T21:55:17.783632+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64095,80,6,2025-12-03T21:55:17.783821+09:00,2025-12-03T21:55:17.783821+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,10.74.29.196,211.234.198.208,80,64091,6,2025-12-03T21:55:17.784904+09:00,2025-12-03T21:55:18.007389+09:00,0.222485066,9,1000000,40.45215341,26536.61264,1,
6,211.234.198.208,10.74.29.196,64097,80,6,2025-12-03T21:55:17.828934+09:00,2025-12-03T21:55:18.093676+09:00,0.264742136,11,1000000,41.54986496,2919.822329,1,
6,10.74.29.196,211.234.198.208,80,64097,6,2025-12-03T21:55:17.835287+09:00,2025-12-03T21:55:18.068511+09:00,0.233223915,11,1000000,47.16497446,38482.33144,1,
6,211.234.198.208,10.74.29.196,64099,80,6,2025-12-03T21:55:17.863507+09:00,2025-12-03T21:55:18.088444+09:00,0.224936962,9,1000000,40.01120987,2956.383841,1,
6,10.74.29.196,211.234.198.208,80,64099,6,2025-12-03T21:55:17.881639+09:00,2025-12-03T21:55:18.068511+09:00,0.186872006,11,1000000,58.8638195,47925.85159,1,
6,211.234.198.208,10.74.29.196,64101,80,6,2025-12-03T21:55:17.908386+09:00,2025-12-03T21:55:18.138366+09:00,0.229979992,10,1000000,43.48204345,3122.010719,1,
6,211.234.198.208,10.74.29.196,64103,80,6,2025-12-03T21:55:17.908755+09:00,2025-12-03T21:55:18.188646+09:00,0.279891014,10,1000000,35.72819239,2565.284214,1,
6,10.74.29.196,211.234.198.208,80,64101,6,2025-12-03T21:55:17.914610+09:00,2025-12-03T21:55:18.103272+09:00,0.188662052,9,1000000,47.70434699,31294.05163,1,
6,10.74.29.196,211.234.198.208,80,64103,6,2025-12-03T21:55:17.914644+09:00,2025-12-03T21:55:18.156527+09:00,0.24188304,9,1000000,37.2080656,24408.49103,1,
6,211.234.198.208,10.74.29.196,64105,80,6,2025-12-03T21:55:17.928588+09:00,2025-12-03T21:55:18.188508+09:00,0.25992012,10,1000000,38.47335863,2766.234485,1,
6,10.74.29.196,211.234.198.208,80,64105,6,2025-12-03T21:55:17.937669+09:00,2025-12-03T21:55:18.166422+09:00,0.228752852,11,1000000,48.08683227,39396.23022,1,
6,211.234.198.208,10.74.29.196,64107,80,6,2025-12-03T21:55:17.968457+09:00,2025-12-03T21:55:18.258542+09:00,0.290085077,9,1000000,31.02538084,2378.612531,1,
6,211.234.198.208,10.74.29.196,64109,80,6,2025-12-03T21:55:17.968650+09:00,2025-12-03T21:55:18.188214+09:00,0.219563961,9,1000000,40.99033356,3024.17572,1,
6,10.74.29.196,211.234.198.208,80,64107,6,2025-12-03T21:55:17.975638+09:00,2025-12-03T21:55:18.224935+09:00,0.249297142,10,1000000,40.11277433,23899.19095,1,
6,10.74.29.196,211.234.198.208,80,64109,6,2025-12-03T21:55:17.975764+09:00,2025-12-03T21:55:18.171957+09:00,0.19619298,10,1000000,50.97022335,30368.05907,1,
6,211.234.198.208,10.74.29.196,64111,80,6,2025-12-03T21:55:17.998491+09:00,2025-12-03T21:55:18.343318+09:00,0.344826937,9,1000000,26.10004916,1928.503632,1,
6,10.74.29.196,211.234.198.208,80,64111,6,2025-12-03T21:55:18.007390+09:00,2025-12-03T21:55:18.312025+09:00,0.304635048,11,1000000,36.10878024,29264.52508,1,
6,211.234.198.208,10.74.29.196,64113,80,6,2025-12-03T21:55:18.043659+09:00,2025-12-03T21:55:18.298285+09:00,0.254626036,9,1000000,35.34595343,2611.673226,1,
6,10.74.29.196,211.234.198.208,80,64102,6,2025-12-03T21:55:18.044909+09:00,2025-12-03T21:55:18.044909+09:00,1.00E-06,1,1000000,1000000,54000000,1,
6,10.74.29.196,211.234.198.208,80,63955,6,2025-12-03T21:55:18.044910+09:00,2025-12-03T21:55:18.044910+09:00,1.00E-06,1,1000000,1000000,54000000,1,
6,10.74.29.196,211.234.198.208,80,64113,6,2025-12-03T21:55:18.063361+09:00,2025-12-03T21:55:18.272670+09:00,0.209309101,11,1000000,52.55385429,42888.72272,1,
6,211.234.198.208,10.74.29.196,64115,80,6,2025-12-03T21:55:18.078463+09:00,2025-12-03T21:55:18.343155+09:00,0.26469183,9,1000000,34.00180508,2508.577619,1,
6,10.74.29.196,211.234.198.208,80,64115,6,2025-12-03T21:55:18.092326+09:00,2025-12-03T21:55:18.317491+09:00,0.225165129,9,1000000,39.97066531,26220.75645,1,
6,211.234.198.208,10.74.29.196,64117,80,6,2025-12-03T21:55:18.133898+09:00,2025-12-03T21:55:18.398643+09:00,0.264744997,9,1000000,33.99497668,2508.073835,1,
6,211.234.198.208,10.74.29.196,64121,80,6,2025-12-03T21:55:18.138358+09:00,2025-12-03T21:55:18.398204+09:00,0.259845972,10,1000000,38.48433717,2767.023842,1,
6,211.234.198.208,10.74.29.196,64119,80,6,2025-12-03T21:55:18.138566+09:00,2025-12-03T21:55:18.458252+09:00,0.319685936,9,1000000,28.1526304,2080.16658,1,
6,211.234.198.208,10.74.29.196,64123,80,6,2025-12-03T21:55:18.138802+09:00,2025-12-03T21:55:18.688230+09:00,0.549427986,9,1000000,16.38067268,1208.529629,1,
6,10.74.29.196,211.234.198.208,80,64117,6,2025-12-03T21:55:18.141843+09:00,2025-12-03T21:55:18.372548+09:00,0.230705023,9,1000000,39.01085416,25591.12033,1,
6,10.74.29.196,211.234.198.208,80,64121,6,2025-12-03T21:55:18.148251+09:00,2025-12-03T21:55:18.372548+09:00,0.224297047,11,1000000,49.04210806,40009.44343,1,
6,10.74.29.196,211.234.198.208,80,64119,6,2025-12-03T21:55:18.148354+09:00,2025-12-03T21:55:18.434459+09:00,0.286104918,11,1000000,38.44743423,31652.72404,1,
6,211.234.198.208,10.74.29.196,64125,80,6,2025-12-03T21:55:18.153716+09:00,2025-12-03T21:55:18.153716+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,10.74.29.196,211.234.198.208,80,64123,6,2025-12-03T21:55:18.156005+09:00,2025-12-03T21:55:18.739795+09:00,0.583790064,10,1000000,17.12944536,10205.72354,1,
6,211.234.198.208,10.74.29.196,64127,80,6,2025-12-03T21:55:18.163603+09:00,2025-12-03T21:55:18.163603+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,10.74.29.196,211.234.198.208,80,64122,6,2025-12-03T21:55:18.167039+09:00,2025-12-03T21:55:18.167039+09:00,1.00E-06,1,1000000,1000000,62000000,1,
6,211.234.198.208,10.74.29.196,64131,80,6,2025-12-03T21:55:18.168427+09:00,2025-12-03T21:55:18.168427+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64129,80,6,2025-12-03T21:55:18.168701+09:00,2025-12-03T21:55:18.168701+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64226,80,6,2025-12-03T21:55:18.173588+09:00,2025-12-03T21:55:18.483401+09:00,0.309813023,9,1000000,29.04977952,2227.149763,1,
6,10.74.29.196,211.234.198.208,80,64226,6,2025-12-03T21:55:18.180630+09:00,2025-12-03T21:55:18.436226+09:00,0.255595923,10,1000000,39.12425481,23310.23102,1,
6,211.234.198.208,10.74.29.196,64134,80,6,2025-12-03T21:55:18.183679+09:00,2025-12-03T21:55:18.583561+09:00,0.39988184,9,1000000,22.50664848,1725.509717,1,
6,211.234.198.208,10.74.29.196,64138,80,6,2025-12-03T21:55:18.188501+09:00,2025-12-03T21:55:18.188501+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,10.74.29.196,211.234.198.208,80,64134,6,2025-12-03T21:55:18.224936+09:00,2025-12-03T21:55:18.535576+09:00,0.310640097,10,1000000,32.19159441,19179.75195,1,
6,211.234.198.208,10.74.29.196,64150,80,6,2025-12-03T21:55:18.258534+09:00,2025-12-03T21:55:18.583265+09:00,0.324731112,10,1000000,30.79470875,2214.139559,1,
6,10.74.29.196,211.234.198.208,80,64150,6,2025-12-03T21:55:18.261372+09:00,2025-12-03T21:55:18.535576+09:00,0.274204016,12,1000000,43.76303523,33015.56316,1,
6,211.234.198.208,10.74.29.196,64156,80,6,2025-12-03T21:55:18.278426+09:00,2025-12-03T21:55:18.663538+09:00,0.385112047,10,1000000,25.96646891,1866.989115,1,
6,10.74.29.196,211.234.198.208,80,64156,6,2025-12-03T21:55:18.285437+09:00,2025-12-03T21:55:18.627983+09:00,0.342545986,11,1000000,32.1124767,26110.36287,1,
6,211.234.198.208,10.74.29.196,64148,80,6,2025-12-03T21:55:18.293803+09:00,2025-12-03T21:55:18.293803+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64146,80,6,2025-12-03T21:55:18.293980+09:00,2025-12-03T21:55:18.293980+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64158,80,6,2025-12-03T21:55:18.303368+09:00,2025-12-03T21:55:18.303368+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64178,80,6,2025-12-03T21:55:18.303603+09:00,2025-12-03T21:55:18.303603+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64164,80,6,2025-12-03T21:55:18.303795+09:00,2025-12-03T21:55:18.303795+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64182,80,6,2025-12-03T21:55:18.303987+09:00,2025-12-03T21:55:18.303987+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64188,80,6,2025-12-03T21:55:18.304178+09:00,2025-12-03T21:55:18.304178+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64198,80,6,2025-12-03T21:55:18.318538+09:00,2025-12-03T21:55:18.663532+09:00,0.344994068,8,1000000,23.1888045,1843.509958,1,
6,211.234.198.208,10.74.29.196,64206,80,6,2025-12-03T21:55:18.318730+09:00,2025-12-03T21:55:18.663605+09:00,0.344874859,8,1000000,23.19681993,1768.75752,1,
6,10.74.29.196,211.234.198.208,80,64039,6,2025-12-03T21:55:18.323731+09:00,2025-12-03T21:55:18.323731+09:00,1.00E-06,1,1000000,1000000,62000000,1,
6,10.74.29.196,211.234.198.208,80,64198,6,2025-12-03T21:55:18.328166+09:00,2025-12-03T21:55:18.684930+09:00,0.356764078,9,1000000,25.22675502,16548.75129,1,
6,10.74.29.196,211.234.198.208,80,64206,6,2025-12-03T21:55:18.328166+09:00,2025-12-03T21:55:18.684842+09:00,0.356676102,9,1000000,25.23297736,16552.83315,1,
6,211.234.198.208,10.74.29.196,63290,80,6,2025-12-03T21:55:18.338889+09:00,2025-12-03T21:55:18.623884+09:00,0.284995079,10,1000000,35.08832515,2522.850578,1,
6,10.74.29.196,211.234.198.208,80,63290,6,2025-12-03T21:55:18.346289+09:00,2025-12-03T21:55:18.684843+09:00,0.338554144,11,1000000,32.49111021,26568.86694,1,
6,211.234.198.208,10.74.29.196,64212,80,6,2025-12-03T21:55:18.363678+09:00,2025-12-03T21:55:18.363678+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64228,80,6,2025-12-03T21:55:18.373459+09:00,2025-12-03T21:55:18.773256+09:00,0.399796963,10,1000000,25.01269627,1798.412862,1,
6,10.74.29.196,211.234.198.208,80,64228,6,2025-12-03T21:55:18.380032+09:00,2025-12-03T21:55:18.743354+09:00,0.36332202,11,1000000,30.27617212,24639.29935,1,
6,211.234.198.208,10.74.29.196,64140,80,6,2025-12-03T21:55:18.398430+09:00,2025-12-03T21:55:18.858232+09:00,0.459801912,10,1000000,21.74849589,1563.716854,1,
6,10.74.29.196,211.234.198.208,80,64140,6,2025-12-03T21:55:18.412909+09:00,2025-12-03T21:55:18.829925+09:00,0.417016029,12,1000000,28.77587228,21591.49617,1,
6,211.234.198.208,10.74.29.196,64152,80,6,2025-12-03T21:55:18.423525+09:00,2025-12-03T21:55:19.418193+09:00,0.994668007,3,1000000,3.016081727,203.0828363,1,
6,211.234.198.208,10.74.29.196,64160,80,6,2025-12-03T21:55:18.423755+09:00,2025-12-03T21:55:18.423755+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64170,80,6,2025-12-03T21:55:18.458486+09:00,2025-12-03T21:55:18.843267+09:00,0.384780884,10,1000000,25.98881707,1933.56799,1,
6,211.234.198.208,10.74.29.196,64180,80,6,2025-12-03T21:55:18.458675+09:00,2025-12-03T21:55:18.908332+09:00,0.449657202,10,1000000,22.23916344,1598.995851,1,
6,211.234.198.208,10.74.29.196,64190,80,6,2025-12-03T21:55:18.458899+09:00,2025-12-03T21:55:18.908586+09:00,0.449687004,10,1000000,22.23768957,1596.666111,1,
6,10.74.29.196,211.234.198.208,80,64170,6,2025-12-03T21:55:18.465030+09:00,2025-12-03T21:55:18.810518+09:00,0.345488071,10,1000000,28.94455938,17245.16848,1,
6,10.74.29.196,211.234.198.208,80,64180,6,2025-12-03T21:55:18.465163+09:00,2025-12-03T21:55:18.879922+09:00,0.414758921,12,1000000,28.93246993,21923.57909,1,
6,10.74.29.196,211.234.198.208,80,64190,6,2025-12-03T21:55:18.465164+09:00,2025-12-03T21:55:18.879922+09:00,0.414757967,10,1000000,24.11044705,14365.00435,1,
6,211.234.198.208,10.74.29.196,64200,80,6,2025-12-03T21:55:18.583974+09:00,2025-12-03T21:55:18.968779+09:00,0.384805203,11,1000000,28.58589211,2008.8086,1,
6,211.234.198.208,10.74.29.196,64214,80,6,2025-12-03T21:55:18.598781+09:00,2025-12-03T21:55:19.008586+09:00,0.409804821,10,1000000,24.40186032,1815.498408,1,
6,211.234.198.208,10.74.29.196,64230,80,6,2025-12-03T21:55:18.613440+09:00,2025-12-03T21:55:18.613440+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64232,80,6,2025-12-03T21:55:18.623713+09:00,2025-12-03T21:55:18.623713+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,10.74.29.196,211.234.198.208,80,64200,6,2025-12-03T21:55:18.627982+09:00,2025-12-03T21:55:18.939344+09:00,0.311362028,11,1000000,35.32864963,28596.93603,1,
6,10.74.29.196,211.234.198.208,80,64214,6,2025-12-03T21:55:18.628562+09:00,2025-12-03T21:55:18.985114+09:00,0.356552124,10,1000000,28.04639021,16710.03929,1,
6,211.234.198.208,10.74.29.196,64142,80,6,2025-12-03T21:55:18.658477+09:00,2025-12-03T21:55:18.658477+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64154,80,6,2025-12-03T21:55:18.663497+09:00,2025-12-03T21:55:18.663497+09:00,1.00E-06,1,1000000,1000000,74000000,1,
6,211.234.198.208,10.74.29.196,64162,80,6,2025-12-03T21:55:18.693524+09:00,2025-12-03T21:55:19.013517+09:00,0.319993019,11,1000000,34.37574992,2415.677699,1,
6,10.74.29.196,211.234.198.208,80,64162,6,2025-12-03T21:55:18.719763+09:00,2025-12-03T21:55:18.985114+09:00,0.265351057,12,1000000,45.22310984,34192.43963,1,
6,211.234.198.208,10.74.29.196,64166,80,6,2025-12-03T21:55:18.723568+09:00,2025-12-03T21:55:19.133362+09:00,0.409794092,12,1000000,29.28299902,2018.086683,1,
